"pnr","preis"
"B000051ZLQ","0.00"
"B000051ZLR","0.00"
"B00001WRKM","0.00"
"B00008V5V5","0.00"
"B0000Y8HTC","0.00"
"B00005MET0","0.00"
"B00008INX1","0.00"
"B000000AB3","0.00"
"B0000018O4","0.00"
"B0000018O5","0.00"
"B0000AN4FH","0.00"
"B0007LLPUQ","0.00"
"B00004UEGL","0.00"
"B00000JIRN","0.00"
"B000BBMZU6","0.00"
"B000001WM9","0.00"
"B000A6O636","0.00"
"B00004W9YQ","0.00"
"B000BO0GP4","0.00"
"B000ASAEPI","0.00"
"B000BV5RDI","0.00"
"B000000EDL","0.00"
"B000000ECO","0.00"
"B000007MZM","0.00"
"B000000EJS","0.00"
"B000000ECN","0.00"
"B0000WKOT0","0.00"
"B000007SYS","0.00"
"B000006EH7","0.00"
"B00000I94X","0.00"
"B000005C15","0.00"
"B0000045O0","0.00"
"B000005C16","0.00"
"B00006LWQU","0.00"
"B000076GXV","0.00"
"B0000695UV","0.00"
"B0000695V9","0.00"
"B00003GNXB","0.00"
"B0006SSQHK","0.00"
"B00005RFLB","0.00"
"B00005RFLC","0.00"
"B00005ABF0","0.00"
"B000000OF7","0.00"
"B00004ZC5R","0.00"
"B000BFNZJM","0.00"
"B000003Y7D","0.00"
"B000003QQI","0.00"
"B00006IJ3E","0.00"
"B00006L3MJ","0.00"
"B0000633NL","0.00"
"B000003QS1","0.00"
"B0007ZB7DC","0.00"
"B00009V7T4","0.00"
"B0000DZHJD","0.00"
"B00004T9Z1","0.00"
"B0000507ZP","0.00"
"B00003ZACB","0.00"
"B000006BG9","0.00"
"B000003CUU","0.00"
"B00004TDS8","0.00"
"B00004SC09","0.00"
"B000056K7X","0.00"
"B0009JPVLU","0.00"
"B000000UWU","0.00"
"B0009W5JH8","0.00"
"B0000DKKWT","0.00"
"B00000EXXX","0.00"
"B00004ZKYT","0.00"
"B000087DTI","0.00"
"B000004AEN","0.00"
"B00005Y8DP","0.00"
"B000008N16","0.00"
"B000087DT8","0.00"
"B00005OR9U","0.00"
"B00009KTVS","0.00"
"B00004SYHQ","0.00"
"B00004VTDM","0.00"
"B000005ADD","0.00"
"B000007VAE","0.00"
"B000063DYS","0.00"
"B00008O88P","0.00"
"B0009YA48K","0.00"
"B0000015JY","0.00"
"B000006KB4","0.00"
"B0000015JZ","0.00"
"B000001HIK","0.00"
"B00013ND9Q","0.00"
"B00005J7HE","0.00"
"B000B5XSQM","0.00"
"B000B6TRT8","0.00"
"B00008CMQR","0.00"
"B0000636BT","0.00"
"B000006LGB","0.00"
"B00005PJBP","0.00"
"B000000OGC","0.00"
"B000066BMI","0.00"
"B00005Y1TK","0.00"
"B000000OKC","0.00"
"B000000OGB","0.00"
"B00006AO0V","0.00"
"B00006WL5N","0.00"
"B000A7Q1VA","0.00"
"B000005CYV","0.00"
"B00004SU08","0.00"
"B00008ESHB","0.00"
"B000BX11BI","0.00"
"B00000583W","0.00"
"B00000DBYY","0.00"
"B00000137C","0.00"
"B00006CTE7","0.00"
"B0009VCIGE","0.00"
"B00000I9R7","0.00"
"B00005LZUY","0.00"
"B0000AQS3U","0.00"
"B00004SDEN","0.00"
"B00005LZUX","0.00"
"B00005YOFH","0.00"
"B000A6VGJI","0.00"
"B000088E94","0.00"
"B000003UY1","0.00"
"B000000E67","0.00"
"B00004YZ4F","0.00"
"B0000640MS","0.00"
"B000000C9M","0.00"
"B000ASAEK8","0.00"
"B000000S8A","0.00"
"B000025ENW","0.00"
"B000005E56","0.00"
"B000007687","0.00"
"B00005YJSC","0.00"
"B0000A59XR","0.00"
"B00000JC7O","0.00"
"B00000IFK7","0.00"
"B000031X0N","0.00"
"B00005YIAU","0.00"
"B000BRBLXC","0.00"
"B00005YBFY","0.00"
"B000000S9O","0.00"
"B00004YSGL","0.00"
"B00006K01J","0.00"
"B00004Z4Y3","0.00"
"B000CAA5ZI","0.00"
"B000CA7OCA","0.00"
"B0009JK1OM","0.00"
"B00003TFSH","0.00"
"B00001ZWGG","0.00"
"B000001RTN","0.00"
"B00004TDJS","0.00"
"B00008ZZ71","0.00"
"B0000CF30S","0.00"
"B000001JDJ","0.00"
"B0000SVWQS","0.00"
"B0006AZO0U","0.00"
"B000005MT3","0.00"
"B00009Y3U1","0.00"
"B000CAKAQM","0.00"
"B00008BX4Z","0.00"
"B000024WD7","0.00"
"B00074CBME","0.00"
"B000008NUA","0.00"
"B00008FETN","0.00"
"B0000045ER","0.00"
"B00005UVC0","0.00"
"B0000045N6","0.00"
"B00005T615","0.00"
"B00004UX9L","0.00"
"B00005M65V","0.00"
"B00000G4LI","0.00"
"B000050HP1","0.00"
"B000001K9E","0.00"
"B0000044EV","0.00"
"B000001G9U","0.00"
"B000000A6F","0.00"
"B000002W2L","0.00"
"B00008FMP5","0.00"
"B000024KWC","0.00"
"B00004TTOR","0.00"
"B000001QUP","0.00"
"B000002WVI","0.00"
"B00005NH0L","0.00"
"B00005JA3H","0.00"
"B00003J6LC","0.00"
"B000007SEE","0.00"
"B00001NTLK","0.00"
"B00008FUK5","0.00"
"B0009WFEIW","0.00"
"B0000003N9","0.00"
"B0000996HZ","0.00"
"B00000JFXG","0.00"
"B00004TD14","0.00"
"B00008FPAD","0.00"
"B000050JC7","0.00"
"B000051JRD","0.00"
"B00000EYNI","0.00"
"B00005NWMT","0.00"
"B00000J97W","0.00"
"B00000IP94","0.00"
"B000001AYR","0.00"
"B0000300MP","0.00"
"B00000AVRR","0.00"
"B000068GAT","0.00"
"B0000033G9","0.00"
"B000068FZH","0.00"
"B00006BCK8","0.00"
"B00000379M","0.00"
"B0000033RX","0.00"
"B00006AAU9","0.00"
"B00005YIEH","0.00"
"B00004TRHR","0.00"
"B00006IK1J","0.00"
"B0000282WF","0.00"
"B0008191LA","0.00"
"B0000C8WYE","0.00"
"B00005QG58","0.00"
"B00005RETN","0.00"
"B0007DBJU0","0.00"
"B000001AVS","0.00"
"B00000DV6T","0.00"
"B0001JSS1I","0.00"
"B0000033LN","0.00"
"B000006LZB","0.00"
"B000058B86","0.00"
"B00007F1Q5","0.00"
"B00000JY5J","0.00"
"B00006CFK8","0.00"
"B000001AVZ","0.00"
"B00000168M","0.00"
"B000000PR1","0.00"
"B000003W8E","0.00"
"B000001RT8","0.00"
"B000001K1T","0.00"
"B000001ZLF","0.00"
"B000007QRS","0.00"
"B000001RXP","0.00"
"B00000EJ7K","0.00"
"B0000015BI","0.00"
"B00000EUPK","0.00"
"B00000ESAP","0.00"
"B0000015BJ","0.00"
"B0000015PE","0.00"
"B00000EGTV","0.00"
"B00000HYV1","0.00"
"B00000EMM7","0.00"
"B00000EFDP","0.00"
"B00000ENYB","0.00"
"B00000I7GN","0.00"
"B00000ENY8","0.00"
"B00000EP4A","0.00"
"B00000J8CG","0.00"
"B00000I9BN","0.00"
"B00000ES8F","0.00"
"B00000IJHQ","0.00"
"B0000017UF","0.00"
"B0000017UG","0.00"
"B0000017Z1","0.00"
"B000001MD1","0.00"
"B00002MZ1W","0.00"
"B000031KI6","0.00"
"B00003Q5AZ","0.00"
"B000031W8G","0.00"
"B0000047VC","0.00"
"B000000FOE","0.00"
"B0000047U4","0.00"
"B0000047RJ","0.00"
"B00004SSM0","0.00"
"B000001NQL","0.00"
"B0000488U7","0.00"
"B00004SCZQ","0.00"
"B000001CLG","0.00"
"B00004THEL","0.00"
"B0000046F9","0.00"
"B0000046SO","0.00"
"B00004TD15","0.00"
"B0000046VV","0.00"
"B0000005R3","0.00"
"B000CAJXAQ","0.00"
"B000001CUA","0.00"
"B0000046SP","0.00"
"B000001DEW","0.00"
"B00000184H","0.00"
"B00000477J","0.00"
"B000000FLH","0.00"
"B000000FLI","0.00"
"B00000478Q","0.00"
"B00000185T","0.00"
"B000C5RRQS","0.00"
"B0007WD8BY","0.00"
"B00009RG5C","0.00"
"B000BJRJ40","0.00"
"B0007OGXKK","0.00"
"B0000E5SKD","0.00"
"B00008CQOP","0.00"
"B0000C83XI","0.00"
"B00000ARVL","0.00"
"B000051MWJ","0.00"
"B000084HA0","0.00"
"B0007XZUUA","0.00"
"B00000ASSP","0.00"
"B00000AWIP","0.00"
"B0007KTIN8","0.00"
"B00006RYDA","0.00"
"B0000AAL8G","0.00"
"B0000AISVA","0.00"
"B00004U68B","0.00"
"B00076QGLE","0.00"
"B00005B56K","0.00"
"B000005E53","0.00"
"B00067R4OM","0.00"
"B00005AVFD","0.00"
"B0007ZHWRM","0.00"
"3551551936","0.00"
"B0000047DA","0.00"
"B00005QTO9","0.00"
"3548740987","0.00"
"3491886104","0.00"
"3765318043","0.00"
"3593374536","0.00"
"3570130347","0.00"
"3866151136","0.00"
"3405168643","0.00"
"3570130185","0.00"
"3570130177","0.00"
"3491888077","0.00"
"378914116X","0.00"
"3473580031","0.00"
"3880105367","0.00"
"3453855183","0.00"
"378573087X","0.00"
"3785551843","0.00"
"B000000S8T","0.00"
"B00006HARW","0.00"
"B00008OAHV","0.00"
"B00005RRY1","0.00"
"B00003G1O4","0.00"
"B000006NXP","0.00"
"B00004YA0K","0.00"
"B00005ND45","0.00"
"B0006B969E","0.00"
"B0009U55Z6","0.00"
"B00008ZZAB","0.00"
"B000031WTO","0.00"
"B00004R7WK","0.00"
"B00001SIBN","0.00"
"B00000JQHW","0.00"
"B0000B0A0E","0.00"
"B000069KIZ","0.00"
"B000056FFX","0.00"
"B00030GMQ8","0.00"
"B00005JIJT","0.00"
"B0000041Z4","0.00"
"B00000JXPP","0.00"
"B000059GES","0.00"
"B0000581U3","0.00"
"B0000CAWBE","0.00"
"B000068C4V","0.00"
"B00007BHME","0.00"
"B000B3MJ4G","0.00"
"B000B8ITCW","0.00"
"B000BYNENA","0.00"
"B00078JZ9W","0.00"
"B00066VMC8","0.00"
"B00080JD4G","0.00"
"B00067OLN4","0.00"
"B000818VEI","0.00"
"B000BM3Y0A","0.00"
"B00003JAAK","0.00"
"B00005QX8J","0.00"
"B00094OBSY","0.00"
"B00007EB9M","0.00"
"B0001J0BA4","0.00"
"B0000D7ZE0","0.00"
"B000A0GRH0","0.00"
"B000000AB5","0.00"
"B000003I9V","0.00"
"B00000DRAR","0.00"
"B00000EFE5","0.00"
"B00000F1BX","0.00"
"B000008IZL","0.00"
"B00005JGSR","0.00"
"B00009YW8X","0.00"
"B00004NKFL","0.00"
"B0000AINRE","0.00"
"B00004Z55W","0.00"
"B0000076J6","0.00"
"B000000WW4","0.00"
"B000056NA4","0.00"
"B00004RIN0","0.00"
"B000ALM1RE","0.00"
"3491911575","0.00"
"3777613010","0.00"
"B0000A0A4A","0.00"
"B0007Q6PW4","0.00"
"B00004TG75","0.00"
"B00005J9YE","0.00"
"B00009PBWK","0.00"
"B00005M6YK","0.00"
"B00005QBEF","0.00"
"B000000GVZ","0.00"
"B00005NB5Q","0.00"
"B0006B5ZVC","0.00"
"3551551677","0.00"
"3899407334","0.00"
"3785541856","0.00"
"3190041954","0.00"
"3791504649","0.00"
"3833930136","0.00"
"3760748449","0.00"
"3791504606","0.00"
"3440077918","0.00"
"3596851599","0.00"
"3570300099","0.00"
"3505117366","0.00"
"3866151063","0.00"
"3551355711","0.00"
"340778063X","0.00"
"3898357031","0.00"
"3596851459","0.00"
"3785530471","0.00"
"B000038I74","0.00"
"3785555636","0.00"
"B000005E4K","0.00"
"B0000DJUS5","0.00"
"B000001GQ1","0.00"
"B000009IT3","0.00"
"B00006GEOU","0.00"
"B0000035PZ","0.00"
"B00000JIS1","0.00"
"B00004T0VY","0.00"
"B000065TV3","0.00"
"B00009AHLT","0.00"
"B000084T3M","0.00"
"B0000DJURY","0.00"
"B00008LNKE","0.00"
"B000005GKN","0.00"
"B00005MJ0G","0.00"
"B00005KK4M","0.00"
"B000007OTH","0.00"
"B00004TDFR","0.00"
"B000056EVN","0.00"
"B00005OC01","0.00"
"B00005UVA0","0.00"
"B00005B6RQ","0.00"
"B000001GJB","0.00"
"B00004SYX0","0.00"
"B0000646Z1","0.00"
"B0000B0A0R","0.00"
"B00008LDN8","0.00"
"B00015M7PU","0.00"
"B000060O5E","0.00"
"B000ANRYEM","0.00"
"B000BRY684","0.00"
"B0008ENMW6","0.00"
"B000BD7NEC","0.00"
"B00004R78O","0.00"
"B0000DZRNE","0.00"
"B0000CEB4V","0.00"
"B00006IU5S","0.00"
"B0000E6XLU","0.00"
"B0000DK4OP","0.00"
"B00007ECLA","0.00"
"B000065TWQ","0.00"
"B000084H9O","0.00"
"B0000505HM","0.00"
"B0002WYS6S","0.00"
"B0007WCDXI","0.00"
"B0009UCF3Q","0.00"
"B00094OC3S","0.00"
"B0009OO10C","0.00"
"B0002TTWU8","0.00"
"B000BV5RD8","0.00"
"B00004T8HG","0.00"
"B00005YEWO","0.00"
"B0000036BW","0.00"
"B00000037T","0.00"
"B00006AL1H","0.00"
"B00005NWMU","0.00"
"B00008USAC","0.00"
"B000005ZVF","0.00"
"B0009W4M62","0.00"
"B00000F1SG","0.00"
"B00000EG78","0.00"
"B00003ZAA6","0.00"
"B0000046P3","0.00"
"B00004T0UM","0.00"
"B00030CHEY","0.00"
"B000001EL1","0.00"
"B0001JZOKQ","0.00"
"B0001D0G5K","0.00"
"B00006JIA4","0.00"
"B000ALM1RO","0.00"
"B0001ZWJSA","0.00"
"B0009HBF5S","0.00"
"3551064040","0.00"
"3866151470","0.00"
"3866151047","0.00"
"3570130193","0.00"
"378554393X","0.00"
"B000063X5K","0.00"
"B000BL1PV6","0.00"
"B000CCB13G","0.00"
"B000BSNPRG","0.00"
"B00005QZWN","0.00"
"B0007X6SGK","0.00"
"B00005QZGP","0.00"
"B000BGHADS","0.00"
"B000654UJG","0.00"
"B000BVLFRU","0.00"
"B000051ZLS","0.00"
"B0006840KM","0.00"
"B00006F1R4","0.00"
"B00000I5Y4","0.00"
"B00004TB8A","0.00"
"B00008VDUA","0.00"
"B00005N570","0.00"
"B0000A8UVX","0.00"
"B00004ST4Z","0.00"
"B0002Z81MW","0.00"
"B0001N9ZKW","0.00"
"B00007E8UG","0.00"
"351845689X","0.00"
"3505116084","0.00"
"3570301931","0.00"
"B000001GQD","0.00"
"B0000A5BWW","0.00"
"B00005RFSM","0.00"
"B000000SJD","0.00"
"B00008CLQP","0.00"
"B0000631C7","0.00"
"B000094BYX","0.00"
